filter, sd, nu, gamma, n_components, time, undect, dect(m), dect(u), sse_dect, dect_R
BENIGN,0,0.1,0.1,10,1.0580179691314697,1360,90,37,26,0.09454061251664447
BENIGN,0,0.5,0.1,10,1.164396047592163,1360,90,38,26,0.09454061251664447
BENIGN,0,0.7,0.1,10,1.279944658279419,1360,90,37,26,0.09454061251664447
BENIGN,0,0.1,0.5,10,1.0628483295440674,1359,90,43,26,0.0952063914780293
BENIGN,0,0.5,0.5,10,1.1428165435791016,1360,90,37,26,0.09454061251664447
BENIGN,0,0.7,0.5,10,1.1273822784423828,1360,90,37,26,0.09454061251664447
BENIGN,0,0.1,0.9,10,1.0900647640228271,1360,90,50,26,0.09454061251664447
BENIGN,0,0.5,0.9,10,1.1351048946380615,1360,90,37,26,0.09454061251664447
BENIGN,0,0.7,0.9,10,1.139153242111206,1360,90,37,26,0.09454061251664447
BENIGN,0,0.1,0.1,50,3.304086685180664,1360,90,37,26,0.09454061251664447
BENIGN,0,0.5,0.1,50,3.6904406547546387,1360,90,38,26,0.09454061251664447
BENIGN,0,0.7,0.1,50,4.104421138763428,1360,90,37,26,0.09454061251664447
BENIGN,0,0.1,0.5,50,3.618492364883423,1359,90,48,26,0.0952063914780293
BENIGN,0,0.5,0.5,50,3.432232141494751,1360,90,37,26,0.09454061251664447
BENIGN,0,0.7,0.5,50,3.706202983856201,1360,90,37,26,0.09454061251664447
BENIGN,0,0.1,0.9,50,3.7484376430511475,1360,90,50,26,0.09454061251664447
BENIGN,0,0.5,0.9,50,3.758820056915283,1360,90,37,26,0.09454061251664447
BENIGN,0,0.7,0.9,50,3.639793872833252,1360,90,37,26,0.09454061251664447
BENIGN,0,0.1,0.1,100,4.300581693649292,1360,90,37,26,0.09454061251664447
BENIGN,0,0.5,0.1,100,4.646475553512573,1360,90,38,26,0.09454061251664447
BENIGN,0,0.7,0.1,100,4.812928676605225,1360,90,37,26,0.09454061251664447
BENIGN,0,0.1,0.5,100,4.32123064994812,1359,90,48,26,0.0952063914780293
BENIGN,0,0.5,0.5,100,4.6789679527282715,1360,90,37,26,0.09454061251664447
BENIGN,0,0.7,0.5,100,4.545329570770264,1360,90,37,26,0.09454061251664447
BENIGN,0,0.1,0.9,100,4.493023157119751,1360,90,50,26,0.09454061251664447
