filter, sd, nu, gamma, n_components, time, undect, dect(m), dect(u), sse_dect, dect_R
BENIGN,0,0.1,0.1,10,0.6220285892486572,237,3,26,126,0.390745501285347
BENIGN,0,0.5,0.1,10,0.7420749664306641,237,3,26,126,0.390745501285347
BENIGN,0,0.7,0.1,10,0.7421362400054932,237,3,26,126,0.390745501285347
BENIGN,0,0.1,0.5,10,0.6193416118621826,236,3,27,126,0.39331619537275064
BENIGN,0,0.5,0.5,10,0.6927030086517334,237,3,26,126,0.390745501285347
BENIGN,0,0.7,0.5,10,0.7371029853820801,237,3,26,126,0.390745501285347
BENIGN,0,0.1,0.9,10,0.6088244915008545,236,3,27,126,0.39331619537275064
BENIGN,0,0.5,0.9,10,0.6636786460876465,237,3,26,126,0.390745501285347
BENIGN,0,0.7,0.9,10,0.7536051273345947,237,3,26,126,0.390745501285347
BENIGN,0,0.1,0.1,50,1.1633014678955078,237,3,26,126,0.390745501285347
BENIGN,0,0.5,0.1,50,1.3489398956298828,237,3,26,126,0.390745501285347
BENIGN,0,0.7,0.1,50,1.3922150135040283,237,3,26,126,0.390745501285347
BENIGN,0,0.1,0.5,50,1.1706900596618652,236,3,27,126,0.39331619537275064
BENIGN,0,0.5,0.5,50,1.2768168449401855,237,3,26,126,0.390745501285347
BENIGN,0,0.7,0.5,50,1.380608081817627,237,3,26,126,0.390745501285347
BENIGN,0,0.1,0.9,50,1.1833720207214355,236,3,27,126,0.39331619537275064
BENIGN,0,0.5,0.9,50,1.2589805126190186,237,3,26,126,0.390745501285347
BENIGN,0,0.7,0.9,50,1.390106201171875,237,3,26,126,0.390745501285347
BENIGN,0,0.1,0.1,100,1.8336181640625,237,3,26,126,0.390745501285347
BENIGN,0,0.5,0.1,100,2.0837361812591553,237,3,26,126,0.390745501285347
BENIGN,0,0.7,0.1,100,2.148905038833618,237,3,26,126,0.390745501285347
BENIGN,0,0.1,0.5,100,1.834604263305664,236,3,27,126,0.39331619537275064
BENIGN,0,0.5,0.5,100,2.0243160724639893,237,3,26,126,0.390745501285347
BENIGN,0,0.7,0.5,100,2.138601303100586,237,3,26,126,0.390745501285347
BENIGN,0,0.1,0.9,100,1.8327033519744873,236,3,27,126,0.39331619537275064
BENIGN,0,0.5,0.9,100,1.9499390125274658,237,3,26,126,0.390745501285347
BENIGN,0,0.7,0.9,100,2.133484125137329,237,3,26,126,0.390745501285347
BENIGN,0,0.1,0.1,150,2.5621445178985596,237,3,26,126,0.390745501285347
BENIGN,0,0.5,0.1,150,2.9275929927825928,237,3,26,126,0.390745501285347
BENIGN,0,0.7,0.1,150,3.035494327545166,237,3,26,126,0.390745501285347
BENIGN,0,0.1,0.5,150,2.567946434020996,236,3,27,126,0.39331619537275064
BENIGN,0,0.5,0.5,150,2.8108866214752197,237,3,26,126,0.390745501285347
BENIGN,0,0.7,0.5,150,3.028275489807129,237,3,26,126,0.390745501285347
BENIGN,0,0.1,0.9,150,2.5516114234924316,236,3,27,126,0.39331619537275064
BENIGN,0,0.5,0.9,150,2.7520744800567627,237,3,26,126,0.390745501285347
BENIGN,0,0.7,0.9,150,3.027341365814209,237,3,26,126,0.390745501285347
BENIGN,0,0.1,0.1,200,3.2538564205169678,237,3,26,126,0.390745501285347
BENIGN,0,0.5,0.1,200,3.753239870071411,237,3,26,126,0.390745501285347
BENIGN,0,0.7,0.1,200,3.8305857181549072,237,3,26,126,0.390745501285347
BENIGN,0,0.1,0.5,200,3.247957229614258,236,3,27,126,0.39331619537275064
BENIGN,0,0.5,0.5,200,3.575908660888672,237,3,26,126,0.390745501285347
BENIGN,0,0.7,0.5,200,3.807417154312134,237,3,26,126,0.390745501285347
BENIGN,0,0.1,0.9,200,3.2475595474243164,236,3,27,126,0.39331619537275064
BENIGN,0,0.5,0.9,200,3.4996495246887207,237,3,26,126,0.390745501285347
BENIGN,0,0.7,0.9,200,3.8689069747924805,237,3,26,126,0.390745501285347
BENIGN,42,0.1,0.1,10,0.6270825862884521,238,1,87,63,0.38817480719794345
BENIGN,42,0.5,0.1,10,0.760429859161377,237,1,88,63,0.390745501285347
BENIGN,42,0.7,0.1,10,0.7598378658294678,237,1,88,63,0.390745501285347
