filter, sd, nu, time, undect, dect(m), dect(u), sse_dect, dect_R
DrDoS_SNMP,844,0.7,1.0553004741668701,3557,118,4814714,341493,0.9993106406119697
DrDoS_SNMP,844,0.9,1.052884578704834,3558,118,4814713,341493,0.9993104468083746
DrDoS_SNMP,918,0.1,0.993178129196167,1253089,110,3400390,506293,0.7571468467282949
DrDoS_SNMP,918,0.3,1.0155775547027588,1261770,110,3391694,506293,0.7554644377185984
DrDoS_SNMP,918,0.5,1.0390682220458984,1263629,110,3389835,506293,0.7551041568351717
DrDoS_SNMP,918,0.7,1.064192533493042,1264645,110,3388819,506293,0.754907252382476
DrDoS_SNMP,918,0.9,1.0663127899169922,1265022,110,3388442,506293,0.7548341884270958
DrDoS_SNMP,1344,0.1,1.0322964191436768,2568,2574417,4921836,235375,0.9995023123675958
DrDoS_SNMP,1344,0.3,1.0462965965270996,2568,2574417,4921836,235375,0.9995023123675958
DrDoS_SNMP,1344,0.5,1.0856802463531494,2568,2574417,4921836,235375,0.9995023123675958
DrDoS_SNMP,1344,0.7,1.0844805240631104,2568,2574417,4921836,235375,0.9995023123675958
DrDoS_SNMP,1344,0.9,1.083059310913086,2567,2574417,4921837,235375,0.999502506171191
DrDoS_SNMP,65536,0.1,1.0183210372924805,1038427,207302,3939542,3762,0.7987491140753156
DrDoS_SNMP,65536,0.3,1.0394084453582764,1043512,207302,3934552,3762,0.797763622793861
DrDoS_SNMP,65536,0.5,1.0684990882873535,1044277,207302,3933770,3762,0.7976153630435536
DrDoS_SNMP,65536,0.7,1.08805251121521,1044345,207302,3933696,3762,0.7976021843990819
DrDoS_SNMP,65536,0.9,1.0806400775909424,1044378,207302,3933655,3762,0.7975957888804412
DrDoS_SNMP,815149,0.1,1.0292794704437256,3191944,79088,1861775,104769,0.3813897772092011
DrDoS_SNMP,815149,0.3,1.0310556888580322,3191948,79088,1862444,104769,0.3813890019948204
DrDoS_SNMP,815149,0.5,1.0471925735473633,3191950,79088,1862568,104769,0.38138861438763005
DrDoS_SNMP,815149,0.7,1.0740363597869873,3191951,79088,1862677,104769,0.3813884205840349
DrDoS_SNMP,815149,0.9,1.0792930126190186,3191951,79088,1862726,104769,0.3813884205840349
