filter, sd, nu, time, undect, dect(m), dect(u), sse_dect, dect_R
DDoS,844,0.7,0.7447681427001953,47909,25,27,80086,0.6257898724487804
DDoS,844,0.9,0.7271513938903809,47910,25,26,80086,0.625782061596382
DDoS,918,0.1,0.6672420501708984,63210,5080,846,59421,0.506276019902052
DDoS,918,0.3,0.6943013668060303,63216,5080,838,59421,0.506229154787662
DDoS,918,0.5,0.7092249393463135,63217,5080,835,59421,0.5062213439352636
DDoS,918,0.7,0.7371194362640381,63217,5080,835,59421,0.5062213439352636
DDoS,918,0.9,0.7348034381866455,63217,5080,835,59421,0.5062213439352636
DDoS,1344,0.1,0.6812028884887695,43641,436,42081,41906,0.6591265904848196
DDoS,1344,0.3,0.6976592540740967,43696,436,42027,41906,0.6586969936029119
DDoS,1344,0.5,0.7220809459686279,43719,436,42004,41906,0.6585173439977505
DDoS,1344,0.7,0.7359263896942139,43719,436,42004,41906,0.6585173439977505
DDoS,1344,0.9,0.7294864654541016,43715,436,42008,41906,0.6585485874073438
DDoS,65536,0.1,0.6682474613189697,59305,24,30877,37828,0.5367773985175002
DDoS,65536,0.3,0.6921448707580566,58816,24,31367,37828,0.5405969053402798
DDoS,65536,0.5,0.7177317142486572,59194,24,30989,37828,0.537644403133714
DDoS,65536,0.7,0.7364959716796875,59328,24,30855,37828,0.5365977489123388
DDoS,65536,0.9,0.7192275524139404,59484,24,30699,37828,0.5353792559382006
DDoS,815149,0.1,0.6684219837188721,66978,110,37527,23482,0.47684472806517375
DDoS,815149,0.3,0.6918601989746094,68765,110,35740,23482,0.4628867348293719
DDoS,815149,0.5,0.7139773368835449,68986,110,35519,23482,0.46116053644934274
DDoS,815149,0.7,0.732407808303833,69074,110,35431,23482,0.46047318143829036
DDoS,815149,0.9,0.734837532043457,69151,110,35354,23482,0.45987174580361956
