filter, sd, nu, time, undect, dect(m), dect(u), sse_dect, dect_R
DrDoS_NetBIOS,0,0.9,0.9936783313751221,2995449,15437,1085951,5732,0.26820199874281536
DrDoS_NetBIOS,42,0.1,0.9161665439605713,512575,156,3549886,30808,0.8747762487378682
DrDoS_NetBIOS,42,0.3,0.940603494644165,513875,156,3548586,30808,0.8744586544801678
DrDoS_NetBIOS,42,0.5,0.9681429862976074,513941,156,3548479,30808,0.8744425304640077
DrDoS_NetBIOS,42,0.7,0.9830572605133057,513960,156,3548440,30808,0.8744378887017797
DrDoS_NetBIOS,42,0.9,0.9829838275909424,513971,156,3548439,30808,0.874435201365753
DrDoS_NetBIOS,123,0.1,0.9425530433654785,119140,693570,3951606,18489,0.9708937077981361
DrDoS_NetBIOS,123,0.3,0.9646415710449219,119181,693570,3951571,18489,0.9708836913638548
DrDoS_NetBIOS,123,0.5,0.9851303100585938,119181,693570,3951571,18489,0.9708836913638548
DrDoS_NetBIOS,123,0.7,1.0306975841522217,119182,693570,3951571,18489,0.9708834470605796
DrDoS_NetBIOS,123,0.9,0.9941051006317139,119225,693570,3951529,18489,0.970872942019748
DrDoS_NetBIOS,222,0.1,0.8651547431945801,2330444,1540,522089,1240738,0.43066489823669224
DrDoS_NetBIOS,222,0.3,0.8903064727783203,2350770,1540,501764,1240738,0.42569918986590927
DrDoS_NetBIOS,222,0.5,0.9261026382446289,2351540,1540,500994,1240738,0.42551107634404056
DrDoS_NetBIOS,222,0.7,0.9328093528747559,2352179,1540,500355,1240738,0.4253549665512171
DrDoS_NetBIOS,222,0.9,0.9264724254608154,2352520,1540,500014,1240738,0.4252716591343895
DrDoS_NetBIOS,419,0.1,0.9180507659912109,6613,4035103,3681104,3708,0.9983844224414057
DrDoS_NetBIOS,419,0.3,0.943340539932251,6853,4035103,1138732,3708,0.9983257896553687
DrDoS_NetBIOS,419,0.5,0.9657647609710693,6920,4035103,692220,3708,0.9983094213359334
DrDoS_NetBIOS,419,0.7,0.9851682186126709,6968,4035103,538019,3708,0.998297694778726
DrDoS_NetBIOS,419,0.9,0.985584020614624,6973,4035103,537909,3708,0.9982964732623502
DrDoS_NetBIOS,844,0.1,0.9267010688781738,3630,1662,4087189,1794,0.9991131791111905
DrDoS_NetBIOS,844,0.3,0.9617359638214111,3855,1662,4086967,1794,0.9990582108742808
DrDoS_NetBIOS,844,0.5,0.9680063724517822,3867,1662,4086955,1794,0.9990552792349789
DrDoS_NetBIOS,844,0.7,0.9970047473907471,3878,1662,4086944,1794,0.9990525918989522
DrDoS_NetBIOS,844,0.9,0.9878420829772949,3882,1662,4086940,1794,0.9990516146858517
DrDoS_NetBIOS,918,0.1,0.8742718696594238,3147084,1773,2281,942178,0.23115707161481777
DrDoS_NetBIOS,918,0.3,0.8932759761810303,3147198,1773,2167,942178,0.2311292210414502
DrDoS_NetBIOS,918,0.5,0.9130375385284424,3147213,1773,2152,942178,0.2311255564923229
DrDoS_NetBIOS,918,0.7,0.939732551574707,3147213,1773,2152,942178,0.2311255564923229
DrDoS_NetBIOS,918,0.9,0.9391560554504395,3147213,1773,2152,942178,0.2311255564923229
DrDoS_NetBIOS,1344,0.1,0.8960070610046387,3411,4769,3429011,660850,0.9991666815284492
DrDoS_NetBIOS,1344,0.3,0.9217791557312012,3408,4769,3429014,660850,0.9991674144382747
DrDoS_NetBIOS,1344,0.5,0.9470672607421875,3408,4769,3429014,660850,0.9991674144382747
DrDoS_NetBIOS,1344,0.7,0.9547827243804932,3408,4769,3429014,660850,0.9991674144382747
DrDoS_NetBIOS,1344,0.9,0.9458105564117432,3408,4769,3429014,660850,0.9991674144382747
DrDoS_NetBIOS,65536,0.1,0.9332807064056396,3341,3843247,709697,1000,0.99918378275771
DrDoS_NetBIOS,65536,0.3,0.9731552600860596,3407,3843247,711773,1000,0.9991676587415499
DrDoS_NetBIOS,65536,0.5,0.9783132076263428,3420,3843247,711211,1000,0.9991644827989729
