filter, sd, nu, time, undect, dect(m), dect(u), sse_dect, dect_R
BENIGN,0,0.1,0.41080522537231445,1365,10,169,615,0.36541143654114366
BENIGN,0,0.3,0.44510340690612793,1365,10,169,615,0.36541143654114366
BENIGN,0,0.5,0.4370846748352051,1365,10,169,615,0.36541143654114366
BENIGN,0,0.7,0.45458388328552246,1365,10,169,615,0.36541143654114366
BENIGN,0,0.9,0.4639744758605957,1365,10,169,615,0.36541143654114366
BENIGN,42,0.1,0.4046175479888916,793,6,954,403,0.6313342631334263
BENIGN,42,0.3,0.42196130752563477,792,6,955,403,0.6317991631799164
BENIGN,42,0.5,0.43958020210266113,792,6,955,403,0.6317991631799164
BENIGN,42,0.7,0.4487152099609375,792,6,955,403,0.6317991631799164
BENIGN,42,0.9,0.4681205749511719,792,6,955,403,0.6317991631799164
BENIGN,123,0.1,0.41887593269348145,859,2,683,607,0.6006508600650861
BENIGN,123,0.3,0.42339587211608887,859,2,683,607,0.6006508600650861
BENIGN,123,0.5,0.44359731674194336,859,2,683,607,0.6006508600650861
BENIGN,123,0.7,0.4599289894104004,858,2,684,607,0.601115760111576
BENIGN,123,0.9,0.4557175636291504,858,2,684,607,0.601115760111576
BENIGN,222,0.1,0.42859768867492676,1336,7,433,381,0.3788935378893538
BENIGN,222,0.3,0.4500131607055664,1336,7,433,381,0.3788935378893538
BENIGN,222,0.5,0.45189714431762695,1336,7,434,381,0.3788935378893538
BENIGN,222,0.7,0.46793675422668457,1336,7,434,381,0.3788935378893538
BENIGN,222,0.9,0.4662470817565918,1336,7,434,381,0.3788935378893538
BENIGN,419,0.1,0.41224026679992676,1405,1,331,415,0.34681543468154347
BENIGN,419,0.3,0.4296834468841553,1405,1,331,415,0.34681543468154347
BENIGN,419,0.5,0.4463770389556885,1405,1,331,415,0.34681543468154347
BENIGN,419,0.7,0.4645652770996094,1405,1,331,415,0.34681543468154347
BENIGN,419,0.9,0.46682262420654297,1405,1,331,415,0.34681543468154347
BENIGN,844,0.1,0.4081296920776367,1321,2,397,433,0.38586703858670385
BENIGN,844,0.3,0.4261651039123535,1322,2,396,433,0.3854021385402139
BENIGN,844,0.5,0.4529690742492676,1322,2,396,433,0.3854021385402139
BENIGN,844,0.7,0.467540979385376,1322,2,396,433,0.3854021385402139
BENIGN,844,0.9,0.46237945556640625,1321,2,397,433,0.38586703858670385
BENIGN,918,0.1,0.42245030403137207,1314,15,327,510,0.3891213389121339
BENIGN,918,0.3,0.4277219772338867,1314,15,327,510,0.3891213389121339
BENIGN,918,0.5,0.44826626777648926,1314,15,327,510,0.3891213389121339
BENIGN,918,0.7,0.47086143493652344,1314,15,327,510,0.3891213389121339
BENIGN,918,0.9,0.47138023376464844,1314,15,327,510,0.3891213389121339
BENIGN,1344,0.1,0.4257042407989502,679,5,1060,412,0.6843328684332869
BENIGN,1344,0.3,0.4348125457763672,678,5,1061,412,0.6847977684797768
BENIGN,1344,0.5,0.4652366638183594,678,5,1061,412,0.6847977684797768
BENIGN,1344,0.7,0.4750971794128418,678,5,1061,412,0.6847977684797768
BENIGN,1344,0.9,0.4642174243927002,678,5,1061,412,0.6847977684797768
BENIGN,65536,0.1,0.4164731502532959,953,2,555,643,0.5569502556950255
BENIGN,65536,0.3,0.4213078022003174,946,2,562,643,0.5602045560204556
BENIGN,65536,0.5,0.452237606048584,944,2,564,643,0.5611343561134357
BENIGN,65536,0.7,0.4545114040374756,944,2,564,643,0.5611343561134357
BENIGN,65536,0.9,0.4582364559173584,944,2,564,643,0.5611343561134357
BENIGN,815149,0.1,0.4076814651489258,819,6,884,447,0.6192468619246861
BENIGN,815149,0.3,0.4186065196990967,818,6,885,447,0.6197117619711762
BENIGN,815149,0.5,0.4459998607635498,818,6,885,447,0.6197117619711762
BENIGN,815149,0.7,0.45046281814575195,818,6,885,447,0.6197117619711762
BENIGN,815149,0.9,0.4573235511779785,818,6,885,447,0.6197117619711762
DrDoS_UDP,0,0.1,0.5539872646331787,931,175,179169,2954542,0.999702996481577
