filter, sd, nu, gamma, n_components, time, undect, dect(m), dect(u), sse_dect, dect_R
BENIGN,0,0.1,0.1,10,1.0704402923583984,3126,164,56,50,0.07514792899408285
BENIGN,0,0.5,0.1,10,1.1547832489013672,3124,164,59,50,0.0757396449704142
BENIGN,0,0.7,0.1,10,1.2386748790740967,3123,164,60,50,0.07603550295857989
BENIGN,0,0.1,0.5,10,1.0840768814086914,3127,164,61,50,0.07485207100591716
BENIGN,0,0.5,0.5,10,1.1189255714416504,3126,164,57,50,0.07514792899408285
BENIGN,0,0.7,0.5,10,1.1226005554199219,3125,164,58,50,0.07544378698224852
BENIGN,0,0.1,0.9,10,1.0498645305633545,3126,164,65,50,0.07514792899408285
BENIGN,0,0.5,0.9,10,1.1457455158233643,3125,164,58,50,0.07544378698224852
BENIGN,0,0.7,0.9,10,1.1128497123718262,3125,164,58,50,0.07544378698224852
BENIGN,0,0.1,0.1,50,3.7374539375305176,3126,164,56,50,0.07514792899408285
BENIGN,0,0.5,0.1,50,3.8223366737365723,3124,164,59,50,0.0757396449704142
BENIGN,0,0.7,0.1,50,3.981781244277954,3123,164,60,50,0.07603550295857989
BENIGN,0,0.1,0.5,50,3.6290743350982666,3126,164,63,50,0.07514792899408285
BENIGN,0,0.5,0.5,50,3.649217128753662,3126,164,57,50,0.07514792899408285
BENIGN,0,0.7,0.5,50,3.82283353805542,3125,164,58,50,0.07544378698224852
BENIGN,0,0.1,0.9,50,3.614917516708374,3126,164,65,50,0.07514792899408285
BENIGN,0,0.5,0.9,50,3.620316982269287,3125,164,58,50,0.07544378698224852
BENIGN,0,0.7,0.9,50,3.8629255294799805,3125,164,58,50,0.07544378698224852
BENIGN,0,0.1,0.1,100,4.786236524581909,3126,164,56,50,0.07514792899408285
BENIGN,0,0.5,0.1,100,4.876034259796143,3124,164,59,50,0.0757396449704142
BENIGN,0,0.7,0.1,100,5.258817911148071,3123,164,60,50,0.07603550295857989
BENIGN,0,0.1,0.5,100,4.5926666259765625,3126,164,63,50,0.07514792899408285
BENIGN,0,0.5,0.5,100,4.820382118225098,3126,164,57,50,0.07514792899408285
BENIGN,0,0.7,0.5,100,4.864298343658447,3125,164,58,50,0.07544378698224852
BENIGN,0,0.1,0.9,100,4.682460784912109,3126,164,65,50,0.07514792899408285
BENIGN,0,0.5,0.9,100,4.885737895965576,3125,164,58,50,0.07544378698224852
BENIGN,0,0.7,0.9,100,4.940983533859253,3125,164,58,50,0.07544378698224852
BENIGN,0,0.1,0.1,150,6.610281229019165,3126,164,56,50,0.07514792899408285
BENIGN,0,0.5,0.1,150,7.412000417709351,3124,164,59,50,0.0757396449704142
BENIGN,0,0.7,0.1,150,7.604449987411499,3123,164,60,50,0.07603550295857989
BENIGN,0,0.1,0.5,150,6.925477504730225,3126,164,63,50,0.07514792899408285
BENIGN,0,0.5,0.5,150,6.874873638153076,3126,164,57,50,0.07514792899408285
BENIGN,0,0.7,0.5,150,7.135808944702148,3125,164,58,50,0.07544378698224852
BENIGN,0,0.1,0.9,150,6.712986469268799,3126,164,65,50,0.07514792899408285
BENIGN,0,0.5,0.9,150,6.967442035675049,3125,164,58,50,0.07544378698224852
BENIGN,0,0.7,0.9,150,7.196564674377441,3125,164,58,50,0.07544378698224852
BENIGN,0,0.1,0.1,200,7.958852291107178,3126,164,56,50,0.07514792899408285
BENIGN,0,0.5,0.1,200,8.52774429321289,3124,164,59,50,0.0757396449704142
BENIGN,0,0.7,0.1,200,8.581276178359985,3123,164,60,50,0.07603550295857989
BENIGN,0,0.1,0.5,200,8.098169565200806,3126,164,63,50,0.07514792899408285
